FUND ID,TRANSACTION DATE,TRANSACTION TYPE,TRANSACTION AMOUNT
968,2011-11-30T00:00:00Z,Value,1651975.3073950454
968,2012-11-30T00:00:00Z,Value,1249528.7996677833
968,2013-11-30T00:00:00Z,Value,925935.8246027619
968,2014-11-30T00:00:00Z,Value,800072.895025961
968,2015-03-31T00:00:00Z,Value,0
968,2016-03-31T00:00:00Z,Value,0
968,2017-03-31T00:00:00Z,Value,0
968,2018-03-31T00:00:00Z,Value,0
968,2019-03-31T00:00:00Z,Value,0
968,2020-03-31T00:00:00Z,Value,0
968,2021-03-31T00:00:00Z,Value,0
968,1999-05-31T00:00:00Z,Value,2069109.7787273277
968,2000-05-31T00:00:00Z,Value,11546668.024844237
968,2001-05-31T00:00:00Z,Value,12674369.30843129
968,2002-05-31T00:00:00Z,Value,6344766.731008113
968,2003-05-31T00:00:00Z,Value,3303820.691486594
968,2004-05-31T00:00:00Z,Value,3332935.5747343977
968,2005-05-31T00:00:00Z,Value,3402629.5928288195
968,2007-05-31T00:00:00Z,Value,2585223.5012648376
968,2008-05-31T00:00:00Z,Value,2710478.096158147
968,2009-05-31T00:00:00Z,Value,2577461.812223411
968,2010-05-31T00:00:00Z,Value,2278489.7240799386
968,2011-05-31T00:00:00Z,Value,2023509.0822383955
968,2012-05-31T00:00:00Z,Value,1650966.2215217282
968,2013-05-31T00:00:00Z,Value,883393.8875594437
968,2014-05-31T00:00:00Z,Value,869330.86828559
968,1999-08-31T00:00:00Z,Value,3711470.5174197736
968,2000-08-31T00:00:00Z,Value,15520523.554879885
968,2001-08-31T00:00:00Z,Value,10045949.104951512
968,2002-08-31T00:00:00Z,Value,4308730.5304893525
968,2003-08-31T00:00:00Z,Value,3160061.904359229
968,2004-08-31T00:00:00Z,Value,3113874.8584143613
968,2005-08-31T00:00:00Z,Value,3189664.5873442977
968,2006-08-31T00:00:00Z,Value,2764597.2552356357
968,2007-08-31T00:00:00Z,Value,2404567.0705085644
968,2008-08-31T00:00:00Z,Value,2737968.670847588
968,2009-08-31T00:00:00Z,Value,2481277.391987118
968,2010-08-31T00:00:00Z,Value,1792796.1015632092
968,2011-08-31T00:00:00Z,Value,1972765.8073621988
968,2012-08-31T00:00:00Z,Value,1342075.4460619905
968,2013-08-31T00:00:00Z,Value,1023040.0283862709
968,2014-08-31T00:00:00Z,Value,795868.6667610221
968,2015-12-31T00:00:00Z,Value,0
968,2016-12-31T00:00:00Z,Value,0
968,2017-12-31T00:00:00Z,Value,0
968,2018-12-31T00:00:00Z,Value,0
968,2019-12-31T00:00:00Z,Value,0
968,2020-12-31T00:00:00Z,Value,0
971,2001-02-14T00:00:00Z,Capital Call,-426400.3420313664
971,2002-02-14T00:00:00Z,Capital Call,-236754.4924250828
971,2003-02-14T00:00:00Z,Capital Call,-611868.085491009
971,2005-02-14T00:00:00Z,Capital Call,-188344.9130967479
971,2006-02-14T00:00:00Z,Capital Call,-123842.83356743953
971,2000-02-15T00:00:00Z,Capital Call,-296393.3829820227
971,2004-02-15T00:00:00Z,Capital Call,-309225.98947556055
971,2008-02-15T00:00:00Z,Capital Call,-123696.53838479989
971,2000-08-15T00:00:00Z,Capital Call,-703494.9382802198
971,2001-08-15T00:00:00Z,Capital Call,-428409.8618951531
971,2003-08-15T00:00:00Z,Capital Call,-809530.6975853153
971,2000-11-15T00:00:00Z,Capital Call,-432200.89199031546
971,2001-11-15T00:00:00Z,Capital Call,-58141.664628594175
971,2004-11-15T00:00:00Z,Capital Call,-563827.4026985359
971,2006-11-15T00:00:00Z,Capital Call,-119504.51430765644
971,2000-05-16T00:00:00Z,Capital Call,-1303427.584114748
971,2001-05-16T00:00:00Z,Capital Call,-423198.9418629313
971,2002-05-16T00:00:00Z,Capital Call,-240137.2654681746
971,2003-05-16T00:00:00Z,Capital Call,-547300.4814152645
971,2004-05-16T00:00:00Z,Capital Call,-299326.08767337503
971,2005-05-16T00:00:00Z,Capital Call,-119229.6761204745
971,2006-05-16T00:00:00Z,Capital Call,-119058.88235154792
971,2007-05-16T00:00:00Z,Capital Call,-182156.73886539662
971,2009-05-16T00:00:00Z,Capital Call,-183932.84390471876
971,2002-09-30T00:00:00Z,Capital Call,-606359.6148359703
971,1999-12-31T00:00:00Z,Capital Call,-587808.8044178962
971,2010-02-14T00:00:00Z,Distribution,143874.3213874586
971,2013-02-14T00:00:00Z,Distribution,310709.4431316336
971,2014-02-14T00:00:00Z,Distribution,1.948151542544365
971,2015-02-14T00:00:00Z,Distribution,78973.88147981901
971,2004-02-15T00:00:00Z,Distribution,808564.7510822808
971,2008-02-15T00:00:00Z,Distribution,409635.7779642064
971,2012-02-15T00:00:00Z,Distribution,501397.0151416761
971,2020-02-15T00:00:00Z,Distribution,0
971,2013-08-15T00:00:00Z,Distribution,719017.7129900766
971,2018-08-15T00:00:00Z,Distribution,92642.25247875603
971,2004-11-15T00:00:00Z,Distribution,598937.4950551003
971,2005-11-15T00:00:00Z,Distribution,251777.82937267525
971,2009-11-15T00:00:00Z,Distribution,403014.7260768122
971,2011-11-15T00:00:00Z,Distribution,116953.48529672451
971,2012-11-15T00:00:00Z,Distribution,375527.0445865944
971,2013-11-15T00:00:00Z,Distribution,1261356.1469192884
971,2014-11-15T00:00:00Z,Distribution,143617.75727728382
971,2019-11-15T00:00:00Z,Distribution,0
971,2020-11-15T00:00:00Z,Distribution,14858.618539933152
971,2005-05-16T00:00:00Z,Distribution,1.0249304478242993
971,2007-05-16T00:00:00Z,Distribution,997677.3085645738
971,2008-05-16T00:00:00Z,Distribution,95445.51673269471
971,2013-05-16T00:00:00Z,Distribution,13.161066729370503
971,2014-05-16T00:00:00Z,Distribution,-73478.50805402704
971,2015-05-16T00:00:00Z,Distribution,316097.32186088857
971,2020-05-16T00:00:00Z,Distribution,0
971,2002-09-30T00:00:00Z,Distribution,417389.7099096852
971,2000-06-30T00:00:00Z,Value,2138646.2202050257
971,2001-06-30T00:00:00Z,Value,4819647.659101106
971,2002-06-30T00:00:00Z,Value,2970336.2678223196
971,2003-06-30T00:00:00Z,Value,3676432.9658531584
971,2004-06-30T00:00:00Z,Value,4793909.857138639
971,2005-06-30T00:00:00Z,Value,4576817.974771192
971,2006-06-30T00:00:00Z,Value,5084243.0800201995
971,2007-06-30T00:00:00Z,Value,4618261.888423878
971,2008-06-30T00:00:00Z,Value,3815330.9940298493
971,2009-06-30T00:00:00Z,Value,2676020.987517759
971,2010-06-30T00:00:00Z,Value,2901575.626419695
971,2011-06-30T00:00:00Z,Value,3211195.7730038166
971,2012-06-30T00:00:00Z,Value,2656284.2328970702
971,2013-06-30T00:00:00Z,Value,2607113.995034385
971,2014-06-30T00:00:00Z,Value,690285.7532836497
971,2015-06-30T00:00:00Z,Value,418288.32631334045
971,2016-06-30T00:00:00Z,Value,115827.43751388024
971,2017-06-30T00:00:00Z,Value,98399.28680775389
971,2018-06-30T00:00:00Z,Value,102249.86452171393
971,2019-06-30T00:00:00Z,Value,7378.324286358431
971,2020-06-30T00:00:00Z,Value,15848.576886821165
971,2000-09-30T00:00:00Z,Value,3577714.7606596225
971,2001-09-30T00:00:00Z,Value,5060943.989136457
971,2003-09-30T00:00:00Z,Value,4298075.595907542
971,2004-09-30T00:00:00Z,Value,4802695.80901551
971,2005-09-30T00:00:00Z,Value,5205387.822973411
971,2006-09-30T00:00:00Z,Value,5208133.13008648
971,2007-09-30T00:00:00Z,Value,4299507.189236051
971,2008-09-30T00:00:00Z,Value,3575781.236950092
971,2009-09-30T00:00:00Z,Value,2771610.307652349
971,2010-09-30T00:00:00Z,Value,2821148.987292378
971,2011-09-30T00:00:00Z,Value,3382727.198583629
971,2012-09-30T00:00:00Z,Value,2471205.7763341684
971,2013-09-30T00:00:00Z,Value,1787227.3651244491
971,2014-09-30T00:00:00Z,Value,687212.7335450985
971,2015-09-30T00:00:00Z,Value,100942.50530247763
971,2016-09-30T00:00:00Z,Value,126744.12492419667
971,2017-09-30T00:00:00Z,Value,101149.920385761
971,2018-09-30T00:00:00Z,Value,10007.476270492001
971,2019-09-30T00:00:00Z,Value,7324.257860816829
971,2020-09-30T00:00:00Z,Value,16125.513661992549
971,2000-03-31T00:00:00Z,Value,851176.5941228718
971,2001-03-31T00:00:00Z,Value,4289860.809932918
971,2002-03-31T00:00:00Z,Value,3705421.9126927727
971,2003-03-31T00:00:00Z,Value,3323465.9678459466
971,2004-03-31T00:00:00Z,Value,5395751.240225713
971,2005-03-31T00:00:00Z,Value,4702483.35512202
971,2006-03-31T00:00:00Z,Value,5363882.133616823
971,2007-03-31T00:00:00Z,Value,5116772.962404836
971,2008-03-31T00:00:00Z,Value,4223245.511980369
971,2009-03-31T00:00:00Z,Value,2721758.8083675685
971,2010-03-31T00:00:00Z,Value,3064338.4291208712
971,2011-03-31T00:00:00Z,Value,3271575.4518476916
971,2012-03-31T00:00:00Z,Value,2517062.2266398324
971,2013-03-31T00:00:00Z,Value,2246516.8231145954
971,2014-03-31T00:00:00Z,Value,703021.6532088211
971,2015-03-31T00:00:00Z,Value,538255.9221982006
971,2016-03-31T00:00:00Z,Value,116428.6654022746
971,2017-03-31T00:00:00Z,Value,99098.61210044939
971,2018-03-31T00:00:00Z,Value,107678.09955687393
971,2019-03-31T00:00:00Z,Value,7896.6053179565815
971,2020-03-31T00:00:00Z,Value,16510.402234277128
971,1999-12-31T00:00:00Z,Value,599742.469202154
971,2000-12-31T00:00:00Z,Value,3940827.262739615
971,2001-12-31T00:00:00Z,Value,4515481.98959823
971,2002-12-31T00:00:00Z,Value,2765069.6061039353
971,2003-12-31T00:00:00Z,Value,4316454.509293668
971,2004-12-31T00:00:00Z,Value,4992030.867906351
971,2005-12-31T00:00:00Z,Value,5579848.885192873
971,2006-12-31T00:00:00Z,Value,5171344.754314592
971,2007-12-31T00:00:00Z,Value,4572833.590391661
971,2008-12-31T00:00:00Z,Value,2644719.073706041
971,2009-12-31T00:00:00Z,Value,3224619.649469818
971,2010-12-31T00:00:00Z,Value,3159574.168971499
971,2011-12-31T00:00:00Z,Value,3056395.377043006
971,2012-12-31T00:00:00Z,Value,2562397.1775019113
971,2013-12-31T00:00:00Z,Value,657850.3080853476
971,2014-12-31T00:00:00Z,Value,603439.0767191724
971,2015-12-31T00:00:00Z,Value,111542.31439178585
971,2016-12-31T00:00:00Z,Value,96680.89903834574
971,2017-12-31T00:00:00Z,Value,101452.20170114188
971,2018-12-31T00:00:00Z,Value,8818.022840257736
971,2019-12-31T00:00:00Z,Value,12935.51927113384
971,2020-12-31T00:00:00Z,Value,16300.073219507933
978,2002-02-14T00:00:00Z,Capital Call,-241603.17843761525
978,2003-02-14T00:00:00Z,Capital Call,-239084.02708791502
978,2005-02-14T00:00:00Z,Capital Call,-585168.5543164744
978,2006-02-14T00:00:00Z,Capital Call,-352572.23868599307
978,2007-02-14T00:00:00Z,Capital Call,-180540.4611023394
978,2009-02-14T00:00:00Z,Capital Call,-175368.63951221632
978,2018-02-14T00:00:00Z,Capital Call,23.900070991963148
978,2004-02-15T00:00:00Z,Capital Call,-373281.4198092802
978,2008-02-15T00:00:00Z,Capital Call,-182883.23500304934
978,2003-08-15T00:00:00Z,Capital Call,-641754.1412084225
978,2004-08-15T00:00:00Z,Capital Call,-177408.5077215082
978,2005-08-15T00:00:00Z,Capital Call,-186891.5638821736
978,2006-08-15T00:00:00Z,Capital Call,-476375.20789834333
978,2013-08-15T00:00:00Z,Capital Call,647903.4810166034
978,2001-11-15T00:00:00Z,Capital Call,-238264.92403137693
978,2003-11-15T00:00:00Z,Capital Call,-118055.89014059766
978,2004-11-15T00:00:00Z,Capital Call,-701767.6125441672
978,2005-11-15T00:00:00Z,Capital Call,-248116.85097169713
978,2006-11-15T00:00:00Z,Capital Call,-1062643.2527445944
978,2012-11-15T00:00:00Z,Capital Call,-453030.1678156344
978,2002-05-16T00:00:00Z,Capital Call,-117676.01069986104
978,2003-05-16T00:00:00Z,Capital Call,-477837.1201924057
978,2004-05-16T00:00:00Z,Capital Call,-798208.2010284625
978,2005-05-16T00:00:00Z,Capital Call,-368896.27153229003
978,2006-05-16T00:00:00Z,Capital Call,-734741.2971523305
978,2007-05-16T00:00:00Z,Capital Call,-176425.86139893052
978,2013-05-16T00:00:00Z,Capital Call,-175381.8068405363
978,2018-05-16T00:00:00Z,Capital Call,-24.9081039762497
978,2001-09-30T00:00:00Z,Capital Call,-1006450.1080022258
978,2002-09-30T00:00:00Z,Capital Call,-123298.05347414699
978,2013-02-14T00:00:00Z,Distribution,653001.3870661453
978,2018-02-14T00:00:00Z,Distribution,-153.94103767663242
978,2019-02-14T00:00:00Z,Distribution,2912.0594204726817
978,2004-02-15T00:00:00Z,Distribution,439817.0922908436
978,2008-02-15T00:00:00Z,Distribution,300907.8483438139
978,2012-02-15T00:00:00Z,Distribution,523044.71480398014
978,2020-02-15T00:00:00Z,Distribution,0
978,2011-08-15T00:00:00Z,Distribution,551421.9071727692
978,2012-08-15T00:00:00Z,Distribution,1133911.843697947
978,2013-08-15T00:00:00Z,Distribution,1912101.4231242058
978,2014-08-15T00:00:00Z,Distribution,1435561.2586372583
978,2005-11-15T00:00:00Z,Distribution,247228.7817553021
978,2012-11-15T00:00:00Z,Distribution,1273184.9097880877
978,2013-11-15T00:00:00Z,Distribution,2240991.0626814677
978,2015-11-15T00:00:00Z,Distribution,651728.6382800186
978,2020-11-15T00:00:00Z,Distribution,0
978,2006-05-16T00:00:00Z,Distribution,266448.0542136673
978,2007-05-16T00:00:00Z,Distribution,1313183.3027429043
978,2013-05-16T00:00:00Z,Distribution,1144915.5700573223
978,2014-05-16T00:00:00Z,Distribution,170886.5628632125
978,2015-05-16T00:00:00Z,Distribution,482496.44717116177
978,2018-05-16T00:00:00Z,Distribution,157.2345986703038
978,2019-05-16T00:00:00Z,Distribution,80781.15001693934
978,2020-05-16T00:00:00Z,Distribution,179465.4120817947
978,2002-09-30T00:00:00Z,Distribution,269213.72117920406
978,2014-12-30T00:00:00Z,Distribution,990659.8329027994
978,2002-06-30T00:00:00Z,Value,834146.7010442185
978,2003-06-30T00:00:00Z,Value,1359401.1844765702
978,2004-06-30T00:00:00Z,Value,3458010.633391344
978,2005-06-30T00:00:00Z,Value,4629685.065177998
978,2006-06-30T00:00:00Z,Value,6177326.135111181
978,2007-06-30T00:00:00Z,Value,7820665.405819416
978,2008-06-30T00:00:00Z,Value,9802194.468906054
978,2009-06-30T00:00:00Z,Value,7675048.044417755
978,2010-06-30T00:00:00Z,Value,7865461.281193309
978,2011-06-30T00:00:00Z,Value,9714063.099808969
978,2012-06-30T00:00:00Z,Value,9588052.07470306
978,2013-06-30T00:00:00Z,Value,7096729.85804162
978,2014-06-30T00:00:00Z,Value,3006229.3305823244
978,2015-06-30T00:00:00Z,Value,1165507.7330555695
978,2016-06-30T00:00:00Z,Value,403558.994409973
978,2017-06-30T00:00:00Z,Value,498636.062345022
978,2018-06-30T00:00:00Z,Value,489445.6703566236
978,2019-06-30T00:00:00Z,Value,361292.9815310882
978,2020-06-30T00:00:00Z,Value,167801.0628142163
978,2001-09-30T00:00:00Z,Value,920602.2476129718
978,2003-09-30T00:00:00Z,Value,2006617.2916166298
978,2004-09-30T00:00:00Z,Value,3566094.806164669
978,2005-09-30T00:00:00Z,Value,4889185.693364963
978,2006-09-30T00:00:00Z,Value,6494159.539848733
978,2007-09-30T00:00:00Z,Value,8014337.024332964
978,2008-09-30T00:00:00Z,Value,9538179.90031141
978,2009-09-30T00:00:00Z,Value,7462580.442242467
978,2010-09-30T00:00:00Z,Value,8078549.257215414
978,2011-09-30T00:00:00Z,Value,9476699.900117584
978,2012-09-30T00:00:00Z,Value,8175061.625713507
978,2013-09-30T00:00:00Z,Value,4438477.340547854
978,2014-09-30T00:00:00Z,Value,2536906.0495141614
978,2015-09-30T00:00:00Z,Value,1029723.0397167057
978,2016-09-30T00:00:00Z,Value,372615.30449254066
978,2017-09-30T00:00:00Z,Value,513782.0340803728
978,2018-09-30T00:00:00Z,Value,522449.91884019994
978,2019-09-30T00:00:00Z,Value,354645.94681788795
978,2020-09-30T00:00:00Z,Value,176882.03180972653
978,2002-03-31T00:00:00Z,Value,1095728.6318066684
978,2003-03-31T00:00:00Z,Value,1029155.1447308795
978,2004-03-31T00:00:00Z,Value,3530252.369347902
978,2005-03-31T00:00:00Z,Value,4579805.940935221
978,2006-03-31T00:00:00Z,Value,5757320.893893374
978,2007-03-31T00:00:00Z,Value,8148656.76523088
978,2008-03-31T00:00:00Z,Value,9525086.32340771
978,2009-03-31T00:00:00Z,Value,7873731.41073798
978,2010-03-31T00:00:00Z,Value,7903975.577875923
978,2011-03-31T00:00:00Z,Value,8902670.945708811
978,2012-03-31T00:00:00Z,Value,10377906.950657599
978,2013-03-31T00:00:00Z,Value,7883172.626877098
978,2014-03-31T00:00:00Z,Value,3537484.3325510854
978,2015-03-31T00:00:00Z,Value,1502823.8098630935
978,2016-03-31T00:00:00Z,Value,396274.8302079605
978,2017-03-31T00:00:00Z,Value,511954.4014836554
978,2018-03-31T00:00:00Z,Value,498904.3772097051
978,2019-03-31T00:00:00Z,Value,428717.9591400053
978,2020-03-31T00:00:00Z,Value,358185.5249829942
978,2001-12-31T00:00:00Z,Value,1138050.8511968225
978,2002-12-31T00:00:00Z,Value,768935.4656402472
978,2003-12-31T00:00:00Z,Value,2300868.1464149957
978,2004-12-31T00:00:00Z,Value,4114634.1671121805
978,2005-12-31T00:00:00Z,Value,5439810.656874436
978,2006-12-31T00:00:00Z,Value,7958365.464602597
978,2007-12-31T00:00:00Z,Value,8199825.338924215
978,2008-12-31T00:00:00Z,Value,7817238.42374438
978,2009-12-31T00:00:00Z,Value,8001745.075480635
978,2010-12-31T00:00:00Z,Value,7948349.845309584
978,2011-12-31T00:00:00Z,Value,9363460.598373659
978,2012-12-31T00:00:00Z,Value,7253519.931252676
978,2013-12-31T00:00:00Z,Value,2793991.2949477
978,2015-12-31T00:00:00Z,Value,430470.75545312336
978,2016-12-31T00:00:00Z,Value,502418.34729599877
978,2017-12-31T00:00:00Z,Value,505564.1571287228
978,2018-12-31T00:00:00Z,Value,423502.0423139345
978,2019-12-31T00:00:00Z,Value,360963.8765868567
978,2020-12-31T00:00:00Z,Value,170150.33757867513
360,2009-01-14T00:00:00Z,Capital Call,-572833.6658059522
360,2010-01-14T00:00:00Z,Capital Call,-267249.68254461786
360,2011-01-14T00:00:00Z,Capital Call,-800826.3933059869
360,2013-01-14T00:00:00Z,Capital Call,-171495.86950165426
360,2014-01-14T00:00:00Z,Capital Call,-504532.6923765242
360,2015-01-14T00:00:00Z,Capital Call,-114169.73460046833
360,2012-01-15T00:00:00Z,Capital Call,-376867.67422908166
360,2020-01-15T00:00:00Z,Capital Call,0
360,2009-04-15T00:00:00Z,Capital Call,-102260.83630189148
360,2010-04-15T00:00:00Z,Capital Call,-377221.0731953485
360,2011-04-15T00:00:00Z,Capital Call,-960417.9700152789
360,2012-04-15T00:00:00Z,Capital Call,-1741437.2933507278
360,2013-04-15T00:00:00Z,Capital Call,-270824.2773052378
360,2014-04-15T00:00:00Z,Capital Call,-275819.38147045
360,2020-04-15T00:00:00Z,Capital Call,0
360,2013-09-15T00:00:00Z,Capital Call,95460.49308493694
360,2009-07-16T00:00:00Z,Capital Call,-454967.7672050617
360,2010-07-16T00:00:00Z,Capital Call,-285511.4121424814
360,2011-07-16T00:00:00Z,Capital Call,-217711.72534490525
360,2012-07-16T00:00:00Z,Capital Call,-164157.30064525
360,2013-07-16T00:00:00Z,Capital Call,-445785.4651482989
360,2014-07-16T00:00:00Z,Capital Call,-201962.11261302236
360,2009-10-16T00:00:00Z,Capital Call,-220266.49480620818
360,2010-10-16T00:00:00Z,Capital Call,-575241.2840985742
360,2011-10-16T00:00:00Z,Capital Call,-172509.919344283
360,2012-10-16T00:00:00Z,Capital Call,-215482.89198438494
360,2008-11-30T00:00:00Z,Capital Call,-595672.9407384315
360,2013-10-31T00:00:00Z,Capital Call,-269106.1651639759
360,2013-01-14T00:00:00Z,Distribution,1337349.43268449
360,2014-01-14T00:00:00Z,Distribution,1340217.9702673182
360,2018-01-14T00:00:00Z,Distribution,1432328.5017811428
360,2016-01-15T00:00:00Z,Distribution,204184.6481487155
360,2020-01-15T00:00:00Z,Distribution,339787.1559761052
360,2014-04-15T00:00:00Z,Distribution,1145074.7339231968
360,2018-04-15T00:00:00Z,Distribution,649508.5781439499
360,2019-04-15T00:00:00Z,Distribution,528916.6809213274
360,2020-04-15T00:00:00Z,Distribution,0
360,2013-09-15T00:00:00Z,Distribution,-87028.88493809606
360,2010-07-16T00:00:00Z,Distribution,93376.37431778952
360,2011-07-16T00:00:00Z,Distribution,11219.049179859312
360,2013-07-16T00:00:00Z,Distribution,554768.9186818613
360,2014-07-16T00:00:00Z,Distribution,382607.2188658845
360,2015-07-16T00:00:00Z,Distribution,677891.4395026196
360,2017-07-16T00:00:00Z,Distribution,713937.2979469524
360,2015-10-16T00:00:00Z,Distribution,1285765.1961225835
360,2017-10-16T00:00:00Z,Distribution,252336.94092117838
360,2018-10-16T00:00:00Z,Distribution,1485433.1322545055
360,2019-10-16T00:00:00Z,Distribution,1126271.2222693563
360,2013-10-31T00:00:00Z,Distribution,539546.8388219348
360,2009-02-28T00:00:00Z,Value,1107309.2076970227
360,2010-02-28T00:00:00Z,Value,2173642.130752474
360,2011-02-28T00:00:00Z,Value,4082099.9104328793
360,2013-02-28T00:00:00Z,Value,8323688.334357468
360,2014-02-28T00:00:00Z,Value,9131276.985876607
360,2015-02-28T00:00:00Z,Value,9156112.706883624
360,2017-02-28T00:00:00Z,Value,6579408.246456145
360,2018-02-28T00:00:00Z,Value,5609622.1836304795
360,2019-02-28T00:00:00Z,Value,4300172.672071588
360,2012-02-29T00:00:00Z,Value,6402208.396451641
360,2016-02-29T00:00:00Z,Value,6598447.24442006
360,2020-02-29T00:00:00Z,Value,2608551.568478043
360,2013-09-30T00:00:00Z,Value,9809435.374234991
360,2008-11-30T00:00:00Z,Value,616962.2180973173
360,2009-11-30T00:00:00Z,Value,1736693.9212765032
360,2010-11-30T00:00:00Z,Value,3249724.3603182365
360,2011-11-30T00:00:00Z,Value,5398165.999945493
360,2012-11-30T00:00:00Z,Value,8556508.858960371
360,2013-11-30T00:00:00Z,Value,8759012.958945971
360,2014-11-30T00:00:00Z,Value,8245602.2351772785
360,2015-11-30T00:00:00Z,Value,7036320.042992422
360,2016-11-30T00:00:00Z,Value,6470530.921036875
360,2017-11-30T00:00:00Z,Value,5777064.475409268
360,2018-11-30T00:00:00Z,Value,3798821.012155938
360,2019-11-30T00:00:00Z,Value,2826897.2251046156
360,2020-11-30T00:00:00Z,Value,2790401.199725507
360,2009-05-31T00:00:00Z,Value,1147053.0843743654
360,2010-05-31T00:00:00Z,Value,2426178.3625836377
360,2011-05-31T00:00:00Z,Value,4980192.034431407
360,2012-05-31T00:00:00Z,Value,8466981.848222319
360,2013-05-31T00:00:00Z,Value,8529001.277341863
360,2014-05-31T00:00:00Z,Value,8664174.196886843
360,2015-05-31T00:00:00Z,Value,9063515.845609983
360,2016-05-31T00:00:00Z,Value,6843133.386514494
360,2017-05-31T00:00:00Z,Value,6679518.853090297
360,2018-05-31T00:00:00Z,Value,4825471.645893641
360,2019-05-31T00:00:00Z,Value,3739887.794222782
360,2020-05-31T00:00:00Z,Value,2579095.346366559
360,2009-08-31T00:00:00Z,Value,1551683.5366603371
360,2010-08-31T00:00:00Z,Value,2577527.5977739184
360,2011-08-31T00:00:00Z,Value,5096542.791494092
360,2012-08-31T00:00:00Z,Value,7965821.716890581
360,2014-08-31T00:00:00Z,Value,8844218.743271694
360,2015-08-31T00:00:00Z,Value,8413073.319972169
360,2016-08-31T00:00:00Z,Value,6748439.077856555
360,2017-08-31T00:00:00Z,Value,6320276.156185887
360,2018-08-31T00:00:00Z,Value,5261812.9963589
360,2019-08-31T00:00:00Z,Value,3940189.502415476
360,2020-08-31T00:00:00Z,Value,2632805.4729027003
862,2011-02-14T00:00:00Z,Capital Call,5878.557721115649
862,2013-02-14T00:00:00Z,Capital Call,-301308.0268967896
862,2012-02-15T00:00:00Z,Capital Call,-503051.2649100274
862,2011-08-15T00:00:00Z,Capital Call,-493872.40497395396
862,2012-08-15T00:00:00Z,Capital Call,-619113.0740046501
862,2013-08-15T00:00:00Z,Capital Call,-251327.61380169538
862,2011-11-15T00:00:00Z,Capital Call,-899876.5025306493
862,2012-11-15T00:00:00Z,Capital Call,-614639.7183649242
862,2013-11-15T00:00:00Z,Capital Call,-391316.28423184156
862,2011-05-16T00:00:00Z,Capital Call,-293172.64418676496
862,2012-05-16T00:00:00Z,Capital Call,-389500.0709295273
862,2013-05-16T00:00:00Z,Capital Call,-1039891.0375498236
862,2010-12-31T00:00:00Z,Capital Call,-1662801.4545498444
862,2011-06-30T00:00:00Z,Value,1710358.9637919667
862,2012-06-30T00:00:00Z,Value,4371040.357652292
862,2013-06-30T00:00:00Z,Value,7301066.232277834
862,2011-09-30T00:00:00Z,Value,2126168.8464623294
862,2012-09-30T00:00:00Z,Value,4713268.078843879
862,2013-09-30T00:00:00Z,Value,7305630.966165204
862,2011-03-31T00:00:00Z,Value,1410624.7322586682
862,2012-03-31T00:00:00Z,Value,3730997.1266434435
862,2013-03-31T00:00:00Z,Value,5995308.901309952
862,2010-12-31T00:00:00Z,Value,1665732.1234260108
862,2011-12-31T00:00:00Z,Value,3064691.339804874
862,2012-12-31T00:00:00Z,Value,5288662.669671399
862,2013-12-31T00:00:00Z,Value,8206873.490624202
375,2009-02-14T00:00:00Z,Capital Call,-305922.3746471107
375,2010-02-14T00:00:00Z,Capital Call,-1501175.767024979
375,2011-02-14T00:00:00Z,Capital Call,-466838.3875032886
375,2013-02-14T00:00:00Z,Capital Call,-413696.73144072294
375,2014-02-14T00:00:00Z,Capital Call,-240450.22971462458
375,2017-02-14T00:00:00Z,Capital Call,-67801.3690035808
375,2019-02-14T00:00:00Z,Capital Call,-88487.88027761952
375,2008-02-15T00:00:00Z,Capital Call,-346536.37564741075
375,2012-02-15T00:00:00Z,Capital Call,-299756.4590256661
375,2008-08-15T00:00:00Z,Capital Call,-403633.48211348057
375,2009-08-15T00:00:00Z,Capital Call,-489199.1710010916
375,2010-08-15T00:00:00Z,Capital Call,-197375.684466213
375,2011-08-15T00:00:00Z,Capital Call,-297431.6677339375
375,2012-08-15T00:00:00Z,Capital Call,-290901.9885510206
375,2013-08-15T00:00:00Z,Capital Call,-248337.69008982927
375,2017-08-15T00:00:00Z,Capital Call,-97142.19453557955
375,2008-11-15T00:00:00Z,Capital Call,-615620.3100755811
375,2009-11-15T00:00:00Z,Capital Call,-400827.9592990875
375,2010-11-15T00:00:00Z,Capital Call,-396862.45788633823
375,2011-11-15T00:00:00Z,Capital Call,-486999.88218024373
375,2012-11-15T00:00:00Z,Capital Call,-304102.9070578516
375,2009-05-16T00:00:00Z,Capital Call,-618396.6718688607
375,2011-05-16T00:00:00Z,Capital Call,-648437.0895624161
375,2012-05-16T00:00:00Z,Capital Call,-304841.9171590358
375,2007-12-31T00:00:00Z,Capital Call,-496055.1527887583
375,2010-02-14T00:00:00Z,Distribution,1416411.7959270054
375,2011-02-14T00:00:00Z,Distribution,3205090.7466641827
375,2014-02-14T00:00:00Z,Distribution,1389346.6185651459
375,2015-02-14T00:00:00Z,Distribution,413758.09817791573
375,2010-08-15T00:00:00Z,Distribution,1338823.7633388743
375,2012-08-15T00:00:00Z,Distribution,87463.23400960285
375,2014-08-15T00:00:00Z,Distribution,938591.0122644639
375,2011-11-15T00:00:00Z,Distribution,124756.23989176557
375,2012-05-16T00:00:00Z,Distribution,11399860.807005048
375,2018-05-16T00:00:00Z,Distribution,179700.90983761175
